,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot_1,Off_1,Shoot_2,Off_2,PGA,And1,Blkd,Season
245,192,Buddy Hield,SG,24,SAC,25,727,2%,72%,26%,1%,,-4.1,-0.2,23,24,13,1,11,0,107,0,10,2017
246,193,Nenê,C,34,HOU,67,1198,,,,,100%,7.7,2.2,30,20,59,16,86,6,166,24,38,2017
247,194,George Hill,PG,30,UTA,49,1544,100%,,,,,9.4,8.0,57,18,57,7,76,15,488,19,18,2017
248,195,Jordan Hill,C,29,MIN,7,47,,,,23%,77%,11.6,12.8,1,3,8,0,1,0,0,0,1,2017
249,196,Solomon Hill,SF,25,NOP,80,2374,,1%,86%,13%,,0.8,6.8,49,17,87,8,51,6,325,8,25,2017
250,197,Darrun Hilliard,SG,23,DET,39,381,12%,85%,3%,,,1.6,3.4,17,7,20,0,13,4,80,4,6,2017
251,198,Jrue Holiday,PG,26,NOP,67,2190,63%,34%,3%,,,0.6,5.6,110,56,59,6,65,6,1151,11,39,2017
252,199,Justin Holiday,SG,27,NYK,82,1639,13%,61%,26%,,,-1.1,4.8,46,13,53,3,32,7,232,6,21,2017
253,200,Rondae Hollis-Jefferson,SF,22,BRK,78,1761,,12%,35%,52%,1%,-5.3,1.9,59,41,94,11,119,9,375,23,45,2017
254,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2017
255,201,Richaun Holmes,C,23,PHI,57,1193,,,,2%,98%,-8.2,-3.2,16,18,72,13,45,2,143,15,23,2017
256,202,Rodney Hood,SG,24,UTA,59,1593,2%,92%,6%,,,3.8,-1.2,26,17,51,11,45,3,225,7,18,2017
257,203,Al Horford,C,30,BOS,68,2193,,,,25%,75%,4.6,3.3,56,30,77,11,63,3,797,23,26,2017
258,204,Danuel House,SG,23,WAS,1,1,,,,100%,,0.0,-1.7,0,0,0,0,0,0,0,0,0,2017
259,205,Dwight Howard,C,31,ATL,74,2199,,,,,100%,-2.3,-2.4,49,33,79,43,193,1,233,38,40,2017
260,206,Marcelo Huertas,PG,33,LAL,23,237,100%,,,,,-11.3,-4.3,16,2,9,0,5,4,115,1,5,2017
261,207,Josh Huestis,PF,25,OKC,2,31,,,100%,,,6.1,5.7,0,0,0,0,1,0,9,1,0,2017
262,208,Kris Humphries,PF,31,ATL,56,689,,,,52%,48%,-5.0,-4.6,10,11,36,4,29,4,68,4,13,2017
263,209,R.J. Hunter,SG,23,CHI,3,9,42%,59%,,,,-58.8,-59.1,0,0,0,0,0,0,0,0,0,2017
264,210,Serge Ibaka,PF,27,TOT,79,2422,,,,87%,13%,-3.0,-2.6,38,36,124,17,52,3,179,16,30,2017
265,210,Serge Ibaka,PF,27,ORL,56,1710,,,,95%,5%,-5.5,2.5,24,24,86,6,40,2,141,14,24,2017
266,210,Serge Ibaka,PF,27,TOR,23,712,,,,68%,33%,3.0,-1.9,14,12,38,11,12,1,38,2,6,2017
267,211,Andre Iguodala,SF,33,GSW,76,1998,,3%,90%,8%,,12.6,1.7,45,7,50,2,35,7,607,5,10,2017
268,212,Ersan İlyasova,PF,29,TOT,82,2142,,,,84%,16%,-0.9,1.7,54,23,90,18,87,31,323,18,48,2017
269,212,Ersan İlyasova,PF,29,OKC,3,62,,,,100%,,7.9,7.5,1,2,3,0,0,0,2,0,0,2017
270,212,Ersan İlyasova,PF,29,PHI,53,1447,,,,94%,6%,-3.1,4.6,36,17,51,12,60,20,226,13,34,2017
271,212,Ersan İlyasova,PF,29,ATL,26,633,,,,60%,40%,3.3,5.4,17,4,36,6,27,11,95,5,14,2017
272,213,Joe Ingles,SF,29,UTA,82,1972,,37%,50%,13%,,4.8,0.4,63,19,60,11,18,7,522,2,16,2017
273,214,Brandon Ingram,SF,19,LAL,79,2279,,7%,79%,14%,,-7.7,-1.2,60,27,90,14,87,8,386,22,53,2017
274,215,Kyrie Irving,PG,24,CLE,72,2525,100%,,,,,6.0,7.4,95,56,63,12,129,7,1016,39,76,2017
275,216,Jarrett Jack,PG,33,NOP,2,33,90%,10%,,,,-13.6,-11.8,1,1,1,0,1,0,12,0,0,2017
276,217,Demetrius Jackson,PG,22,BOS,5,17,64%,36%,,,,7.0,3.9,0,0,0,0,1,0,6,0,0,2017
277,218,Pierre Jackson,PG,25,DAL,8,84,100%,,,,,32.7,36.8,2,1,0,0,5,0,45,3,2,2017
278,219,Reggie Jackson,PG,26,DET,52,1424,98%,2%,,,,-9.1,-11.9,74,21,55,12,53,14,633,14,31,2017
279,220,LeBron James,SF,32,CLE,74,2794,,1%,61%,35%,3%,8.4,17.3,179,73,52,30,250,12,1641,75,61,2017
280,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2017
281,221,Al Jefferson,C,32,IND,66,931,,,,,100%,-5.2,-6.5,8,13,69,7,44,1,137,11,30,2017
282,222,Richard Jefferson,SF,36,CLE,79,1614,,17%,69%,14%,,3.5,0.4,23,12,67,11,45,16,185,11,18,2017
283,223,John Jenkins,SG,25,PHO,4,13,,100%,,,,24.5,30.5,0,0,0,0,1,0,2,0,0,2017
