,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,Unnamed: 9,2P_FGAxDist,0_3_FGAxDist,3_10_FGAxDist,10_16_FGAxDist,16_3P_FGAxDist,3P_FGAxDist,Unnamed: 16,2P_FGPxDist,0_3_FGPxDist,3_10_FGPxDist,10_16_FGPxDist,16_3P_FGPxDist,3P_FGPxDist,Unnamed: 23,2PAstP,3PAstP,Unnamed: 26,Dunks_FGA,Num_Dunks,Unnamed: 29,Corner_3PFGA,Corner_3PP,Unnamed: 32,Heaves_Att,Heaves_Made,Season
454,351,Victor Oladipo,SG,22,ORL,72,2573,.436,11.2,,.772,.423,.105,.080,.164,.228,,.464,.569,.263,.402,.354,.339,,.316,.726,,.046,45,,.214,.340,,1,0,2015
455,352,Kelly Olynyk,C,23,BOS,64,1423,.475,12.7,,.669,.356,.131,.076,.106,.331,,.538,.681,.348,.475,.339,.349,,.642,.951,,.044,23,,.109,.368,,1,0,2015
456,353,Arinze Onuaku,C,27,MIN,6,68,.857,2.4,,1.000,.643,.357,.000,.000,.000,,.857,.889,.800,,,,,.750,,,.286,4,,,,,0,0,2015
457,354,Zaza Pachulia,C,30,MIL,73,1730,.454,7.9,,.994,.427,.132,.287,.147,.006,,.456,.558,.257,.493,.269,.000,,.742,,,.023,12,,.000,,,0,0,2015
458,355,Kostas Papanikolaou,SF,24,HOU,43,795,.350,15.4,,.462,.274,.102,.046,.041,.538,,.418,.556,.200,.222,.250,.292,,.632,.968,,.036,6,,.396,.310,,0,0,2015
459,356,Jannero Pargo,PG,35,CHO,9,73,.429,23.6,,.371,.029,.000,.029,.314,.629,,.462,1.000,,1.000,.364,.409,,.333,1.000,,.000,0,,.136,1.000,,2,0,2015
460,357,Jabari Parker,PF,19,MIL,25,738,.490,8.2,,.939,.422,.205,.141,.171,.061,,.506,.721,.259,.432,.333,.250,,.536,.750,,.171,43,,.313,.400,,0,0,2015
461,358,Tony Parker,PG,32,SAS,68,1953,.486,11.4,,.893,.255,.224,.129,.286,.107,,.493,.599,.522,.421,.408,.427,,.243,.947,,.000,0,,.764,.397,,0,0,2015
462,359,Chandler Parsons,SF,26,DAL,66,2186,.462,13.7,,.581,.311,.150,.049,.071,.419,,.521,.643,.379,.268,.458,.380,,.446,.909,,.031,24,,.265,.359,,0,0,2015
463,360,Patrick Patterson,PF,25,TOR,81,2156,.449,16.8,,.471,.159,.144,.095,.073,.529,,.536,.553,.597,.529,.385,.371,,.533,1.000,,.017,7,,.353,.410,,1,0,2015
464,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,2015
465,361,Chris Paul,PG,29,LAC,82,2857,.485,16.3,,.702,.093,.107,.229,.265,.298,,.523,.642,.488,.519,.487,.398,,.117,.424,,.001,1,,.132,.348,,0,0,2015
466,362,Adreian Payne,PF,23,TOT,32,739,.414,10.5,,.959,.264,.250,.145,.300,.041,,.427,.517,.400,.344,.409,.111,,.633,1.000,,.095,16,,.111,.000,,0,0,2015
467,362,Adreian Payne,PF,23,ATL,3,19,.286,8.1,,.857,.429,.286,.000,.143,.143,,.333,.333,.000,,1.000,.000,,1.000,,,.000,0,,.000,,,0,0,2015
468,362,Adreian Payne,PF,23,MIN,29,720,.418,10.6,,.962,.258,.249,.150,.305,.038,,.429,.527,.415,.344,.400,.125,,.625,1.000,,.099,16,,.125,.000,,0,0,2015
469,363,Elfrid Payton,PG,20,ORL,82,2489,.425,6.9,,.941,.458,.301,.103,.078,.059,,.435,.515,.376,.329,.345,.262,,.179,.909,,.041,27,,.310,.385,,0,0,2015
470,364,Nikola Peković,C,29,MIN,31,815,.424,4.3,,1.000,.463,.457,.073,.006,.000,,.424,.546,.307,.333,1.000,,,.647,,,.003,1,,,,,0,0,2015
471,365,Kendrick Perkins,C,30,TOT,68,1148,.449,4.6,,.996,.401,.511,.075,.009,.004,,.451,.604,.353,.353,.000,.000,,.676,,,.101,21,,.000,,,1,0,2015
472,365,Kendrick Perkins,C,30,OKC,51,981,.441,4.7,,.995,.387,.527,.075,.005,.005,,.443,.597,.357,.286,.000,.000,,.671,,,.097,16,,.000,,,1,0,2015
473,365,Kendrick Perkins,C,30,CLE,17,167,.488,4.2,,1.000,.463,.439,.073,.024,.000,,.488,.632,.333,.667,.000,,,.700,,,.122,5,,,,,0,0,2015
474,366,Paul Pierce,SF,37,WAS,73,1914,.447,17.1,,.538,.197,.056,.111,.174,.462,,.496,.620,.405,.411,.439,.389,,.571,1.000,,.020,12,,.191,.431,,0,0,2015
475,367,Mason Plumlee,C,24,BRK,82,1743,.573,2.6,,.994,.744,.233,.012,.004,.006,,.576,.646,.377,.167,.500,.000,,.682,,,.243,108,,.000,,,3,0,2015
476,368,Miles Plumlee,C,26,TOT,73,1194,.535,3.6,,1.000,.610,.291,.087,.012,.000,,.535,.639,.365,.364,.667,,,.654,,,.193,43,,,,,0,0,2015
477,368,Miles Plumlee,C,26,PHO,54,1005,.549,3.8,,1.000,.600,.297,.087,.015,.000,,.549,.650,.379,.412,.667,,,.607,,,.185,33,,,,,0,0,2015
478,368,Miles Plumlee,C,26,MIL,19,189,.492,3.0,,1.000,.644,.271,.085,.000,.000,,.492,.605,.313,.200,,,,.828,,,.220,10,,,,,0,0,2015
479,369,Quincy Pondexter,SF-SG,26,TOT,75,1793,.421,16.6,,.454,.242,.101,.047,.065,.546,,.478,.583,.311,.381,.414,.373,,.629,.912,,.038,16,,.414,.465,,2,0,2015
480,369,Quincy Pondexter,SG,26,MEM,30,540,.356,16.5,,.459,.259,.089,.030,.081,.541,,.500,.543,.250,.500,.636,.233,,.613,.882,,.044,6,,.411,.333,,1,0,2015
481,369,Quincy Pondexter,SF,26,NOP,45,1253,.449,16.6,,.452,.234,.106,.054,.058,.548,,.468,.603,.333,.353,.278,.433,,.636,.919,,.035,10,,.415,.521,,1,0,2015
482,370,Otto Porter,SF,21,WAS,74,1432,.450,14.3,,.734,.225,.130,.084,.292,.266,,.491,.750,.333,.455,.377,.337,,.759,.943,,.056,22,,.423,.364,,1,0,2015
483,371,Dwight Powell,PF,23,TOT,29,236,.463,11.5,,.836,.358,.104,.075,.299,.164,,.500,.708,.000,.800,.350,.273,,.714,1.000,,.104,5,,.273,.333,,0,0,2015
484,371,Dwight Powell,PF,23,BOS,5,9,.800,1.2,,1.000,1.000,.000,.000,.000,.000,,.800,.800,,,,,,.500,,,.200,1,,,,,0,0,2015
485,371,Dwight Powell,PF,23,DAL,24,227,.435,12.4,,.823,.306,.113,.081,.323,.177,,.471,.684,.000,.800,.350,.273,,.750,1.000,,.097,4,,.273,.333,,0,0,2015
486,372,Phil Pressey,PG,23,BOS,50,600,.368,13.9,,.626,.322,.126,.057,.121,.374,,.440,.500,.364,.300,.429,.246,,.146,.500,,.000,0,,.046,.000,,1,0,2015
487,373,A.J. Price,PG,28,TOT,26,324,.372,18.3,,.584,.044,.139,.175,.226,.416,,.450,.333,.526,.417,.452,.263,,.111,.667,,.000,0,,.123,.143,,0,0,2015
488,373,A.J. Price,PG,28,IND,10,193,.438,18.8,,.562,.034,.146,.169,.213,.438,,.480,.333,.385,.533,.526,.385,,.083,.667,,.000,0,,.077,.333,,0,0,2015
489,373,A.J. Price,PG,28,CLE,11,87,.265,16.2,,.676,.088,.176,.206,.206,.324,,.391,.333,.833,.143,.286,.000,,.222,,,.000,0,,.091,.000,,0,0,2015
490,373,A.J. Price,PG,28,PHO,5,44,.214,20.4,,.500,.000,.000,.143,.357,.500,,.429,,,.500,.400,.000,,.000,,,.000,0,,.429,.000,,0,0,2015
491,374,Ronnie Price,PG,31,LAL,43,982,.345,17.4,,.511,.197,.090,.063,.161,.489,,.404,.614,.200,.500,.222,.284,,.261,.871,,.027,6,,.174,.368,,1,0,2015
492,375,Pablo Prigioni,PG,37,TOT,67,1197,.399,21.0,,.272,.118,.048,.053,.053,.728,,.548,.630,.364,.500,.583,.343,,.471,.807,,.000,0,,.157,.308,,2,0,2015
493,375,Pablo Prigioni,PG,37,NYK,43,795,.422,20.9,,.286,.130,.031,.050,.075,.714,,.543,.571,.400,.500,.583,.374,,.480,.837,,.000,0,,.157,.278,,1,0,2015
494,375,Pablo Prigioni,PG,37,HOU,24,402,.343,21.3,,.239,.090,.090,.060,.000,.761,,.563,.833,.333,.500,,.275,,.444,.714,,.000,0,,.157,.375,,1,0,2015
495,376,Tayshaun Prince,SF,34,TOT,58,1397,.440,14.1,,.833,.172,.154,.157,.351,.167,,.436,.594,.339,.365,.433,.463,,.596,.968,,.030,10,,.701,.511,,0,0,2015
496,376,Tayshaun Prince,SF,34,MEM,26,628,.410,13.8,,.820,.175,.175,.158,.311,.180,,.400,.469,.438,.310,.386,.455,,.567,.933,,.033,5,,.727,.500,,0,0,2015
497,376,Tayshaun Prince,SF,34,BOS,9,198,.559,13.9,,.864,.169,.153,.237,.305,.136,,.549,.900,.444,.357,.556,.625,,.429,1.000,,.017,1,,.500,.750,,0,0,2015
498,376,Tayshaun Prince,SF,34,DET,23,571,.431,14.5,,.838,.169,.131,.125,.413,.163,,.433,.630,.143,.450,.439,.423,,.707,1.000,,.031,4,,.731,.474,,0,0,2015
499,377,Miroslav Raduljica,C,27,MIN,5,23,.375,4.8,,1.000,.250,.625,.125,.000,.000,,.375,.500,.400,.000,,,,1.000,,,.000,0,,,,,0,0,2015
500,378,Julius Randle,PF,20,LAL,1,14,.333,9.7,,1.000,.333,.333,.000,.333,.000,,.333,.000,1.000,,.000,,,.000,,,.000,0,,,,,0,0,2015
501,379,Shavlik Randolph,PF,31,TOT,21,126,.257,8.1,,.857,.343,.429,.029,.057,.143,,.300,.417,.133,1.000,.500,.000,,.444,,,.029,1,,.000,,,0,0,2015
502,379,Shavlik Randolph,PF,31,PHO,16,101,.240,9.2,,.840,.280,.440,.040,.080,.160,,.286,.429,.091,1.000,.500,.000,,.333,,,.000,0,,.000,,,0,0,2015
503,379,Shavlik Randolph,PF,31,BOS,5,25,.300,5.2,,.900,.500,.400,.000,.000,.100,,.333,.400,.250,,,.000,,.667,,,.100,1,,.000,,,0,0,2015
504,380,Zach Randolph,PF,33,MEM,71,2304,.487,7.7,,.979,.402,.289,.122,.165,.021,,.490,.653,.398,.325,.377,.350,,.477,.857,,.011,8,,.100,.000,,5,2,2015
505,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,2015
506,381,J.J. Redick,SG,30,LAC,78,2409,.477,19.3,,.512,.091,.049,.067,.301,.488,,.515,.624,.413,.476,.511,.437,,.887,.960,,.000,0,,.286,.443,,0,0,2015
507,382,Glen Rice Jr.,SG,24,WAS,5,43,.200,15.3,,.533,.200,.200,.067,.067,.467,,.250,.667,.000,.000,.000,.143,,.500,1.000,,.000,0,,.286,.500,,0,0,2015
508,383,Jason Richardson,SG,34,PHI,19,416,.348,18.0,,.461,.163,.073,.090,.135,.539,,.378,.483,.462,.313,.250,.323,,.452,.774,,.006,1,,.198,.368,,0,0,2015
509,384,Luke Ridnour,PG,33,ORL,47,683,.426,18.2,,.642,.085,.091,.097,.369,.358,,.487,.467,.250,.471,.554,.317,,.164,.750,,.000,0,,.333,.429,,0,0,2015
510,385,Austin Rivers,PG-SG,22,TOT,76,1563,.409,11.8,,.736,.290,.236,.081,.127,.264,,.449,.590,.410,.275,.302,.298,,.378,.897,,.026,12,,.282,.378,,0,0,2015
511,385,Austin Rivers,SG,22,NOP,35,772,.387,10.8,,.775,.329,.243,.086,.117,.225,,.419,.548,.389,.263,.231,.280,,.333,1.000,,.023,5,,.260,.231,,0,0,2015
512,385,Austin Rivers,PG,22,LAC,41,791,.427,12.6,,.704,.259,.230,.077,.135,.296,,.477,.634,.429,.286,.351,.309,,.413,.840,,.029,7,,.296,.458,,0,0,2015
513,386,Andre Roberson,SG,23,OKC,67,1286,.458,11.4,,.577,.507,.055,.010,.005,.423,,.612,.667,.182,.500,.000,.247,,.761,.952,,.149,29,,.553,.319,,2,0,2015
514,387,Brian Roberts,PG,29,CHO,72,1330,.389,18.5,,.573,.100,.084,.106,.281,.427,,.440,.511,.421,.396,.433,.321,,.404,.710,,.000,0,,.135,.423,,2,0,2015
515,388,Glenn Robinson III,SG-SF,21,TOT,35,261,.388,0.0,,.716,.000,.000,.000,.000,.284,,.438,,,,,.263,,.524,1.000,,.060,4,,.000,,,0,0,2015
516,388,Glenn Robinson III,SG,21,MIN,25,108,.333,0.0,,.750,.000,.000,.000,.000,.250,,.389,,,,,.167,,.571,1.000,,.042,1,,.000,,,0,0,2015
517,388,Glenn Robinson III,SF,21,PHI,10,153,.419,0.0,,.698,.000,.000,.000,.000,.302,,.467,,,,,.308,,.500,1.000,,.070,3,,.000,,,0,0,2015
518,389,Nate Robinson,PG,30,TOT,42,591,.345,17.2,,.561,.153,.102,.106,.200,.439,,.399,.513,.346,.481,.294,.277,,.298,.677,,.000,0,,.170,.316,,0,0,2015
519,389,Nate Robinson,PG,30,DEN,33,465,.348,17.0,,.549,.162,.118,.093,.176,.451,,.420,.515,.375,.474,.333,.261,,.277,.667,,.000,0,,.185,.294,,0,0,2015
520,389,Nate Robinson,PG,30,LAC,9,126,.333,18.1,,.608,.118,.039,.157,.294,.392,,.323,.500,.000,.500,.200,.350,,.400,.714,,.000,0,,.100,.500,,0,0,2015
521,390,Thomas Robinson,PF,23,TOT,54,798,.485,5.9,,.992,.565,.204,.092,.131,.008,,.488,.592,.453,.250,.265,.000,,.563,,,.123,30,,.000,,,2,0,2015
522,390,Thomas Robinson,PF,23,POR,32,391,.516,5.4,,1.000,.604,.143,.088,.165,.000,,.516,.636,.308,.250,.400,,,.638,,,.242,21,,,,,0,0,2015
523,390,Thomas Robinson,PF,23,PHI,22,407,.467,6.2,,.988,.544,.237,.095,.112,.012,,.473,.565,.500,.250,.158,.000,,.519,,,.059,9,,.000,,,2,0,2015
524,391,Rajon Rondo,PG,28,TOT,68,2018,.426,11.4,,.867,.309,.205,.060,.293,.133,,.444,.633,.348,.385,.323,.314,,.262,.778,,.006,4,,.326,.357,,1,0,2015
525,391,Rajon Rondo,PG,28,BOS,22,699,.405,11.7,,.840,.315,.185,.070,.270,.160,,.435,.571,.324,.429,.352,.250,,.219,.625,,.005,1,,.031,.000,,0,0,2015
526,391,Rajon Rondo,PG,28,DAL,46,1319,.436,11.2,,.879,.306,.213,.056,.303,.121,,.448,.662,.358,.360,.311,.352,,.280,.842,,.007,3,,.500,.370,,1,0,2015
527,392,Derrick Rose,PG,26,CHI,51,1530,.405,14.2,,.675,.260,.154,.107,.154,.325,,.465,.558,.519,.281,.380,.280,,.248,.684,,.006,5,,.041,.273,,6,1,2015
528,393,Terrence Ross,SF,23,TOR,82,2092,.410,18.0,,.482,.134,.094,.104,.151,.518,,.452,.584,.324,.423,.430,.372,,.579,.931,,.050,33,,.344,.410,,2,0,2015
529,394,Ricky Rubio,PG,24,MIN,22,692,.356,16.6,,.767,.178,.014,.100,.475,.233,,.387,.333,.000,.455,.404,.255,,.354,.769,,.000,0,,.216,.091,,0,0,2015
530,395,Damjan Rudež,SF,28,IND,68,1047,.452,20.7,,.354,.095,.023,.042,.194,.646,,.538,.640,.333,.545,.510,.406,,.760,.957,,.011,3,,.371,.508,,0,0,2015
531,396,Brandon Rush,SG,29,GSW,33,271,.204,17.9,,.500,.167,.093,.056,.185,.500,,.296,.333,.400,.000,.300,.111,,.250,1.000,,.019,0,,.222,.167,,0,0,2015
532,397,Robert Sacre,C,25,LAL,67,1133,.412,10.4,,.997,.157,.301,.297,.242,.003,,.413,.646,.348,.352,.419,.000,,.683,,,.029,7,,.000,,,0,0,2015
533,398,John Salmons,SF,35,NOP,21,270,.333,19.9,,.458,.042,.063,.146,.208,.542,,.364,.500,.333,.571,.200,.308,,.500,.875,,.021,1,,.346,.222,,0,0,2015
534,399,JaKarr Sampson,SF,21,PHI,74,1131,.422,12.0,,.633,.367,.188,.046,.032,.367,,.525,.646,.400,.250,.273,.244,,.470,.968,,.075,23,,.362,.217,,2,0,2015
535,400,Larry Sanders,C,26,MIL,27,586,.500,2.8,,1.000,.733,.174,.076,.017,.000,,.500,.579,.267,.385,.000,,,.628,,,.203,28,,,,,0,0,2015
536,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,2015
537,401,Dennis Schröder,PG,21,ATL,77,1516,.427,11.3,,.777,.379,.155,.065,.177,.223,,.449,.544,.340,.326,.381,.351,,.207,.673,,.009,4,,.101,.200,,1,0,2015
538,402,Luis Scola,PF,34,IND,81,1659,.467,9.9,,.969,.372,.184,.069,.343,.031,,.474,.611,.390,.318,.400,.250,,.647,.800,,.006,4,,.550,.364,,3,0,2015
539,403,Mike Scott,PF,26,ATL,68,1123,.444,15.6,,.576,.183,.166,.117,.110,.424,,.517,.699,.427,.415,.460,.344,,.881,1.000,,.038,15,,.198,.421,,2,0,2015
540,404,Thabo Sefolosha,SF,30,ATL,52,976,.418,11.3,,.687,.410,.133,.040,.100,.313,,.462,.578,.394,.300,.160,.321,,.684,.960,,.044,9,,.551,.326,,0,0,2015
541,405,Kevin Séraphin,C,25,WAS,79,1235,.513,8.5,,.996,.238,.384,.242,.131,.004,,.516,.701,.468,.440,.458,.000,,.593,,,.062,26,,.000,,,1,0,2015
542,406,Ramon Sessions,PG,28,TOT,64,1188,.374,10.2,,.820,.308,.296,.093,.123,.180,,.387,.524,.323,.226,.317,.317,,.443,.789,,.009,3,,.183,.364,,0,0,2015
543,406,Ramon Sessions,PG,28,SAC,36,642,.344,10.8,,.847,.235,.350,.087,.175,.153,,.368,.512,.313,.250,.344,.214,,.439,.833,,.005,1,,.143,.000,,0,0,2015
544,406,Ramon Sessions,PG,28,WAS,28,546,.411,9.6,,.788,.397,.232,.099,.060,.212,,.412,.533,.343,.200,.222,.406,,.449,.769,,.013,2,,.219,.571,,0,0,2015
545,407,Iman Shumpert,SG,24,TOT,62,1545,.410,16.7,,.584,.187,.068,.104,.225,.416,,.458,.568,.250,.408,.453,.342,,.492,.940,,.064,20,,.403,.316,,1,0,2015
546,407,Iman Shumpert,SG,24,NYK,24,625,.409,15.7,,.693,.205,.070,.153,.265,.307,,.436,.545,.267,.333,.456,.348,,.538,.913,,.065,9,,.197,.385,,1,0,2015
547,407,Iman Shumpert,SG,24,CLE,38,920,.410,17.5,,.492,.172,.066,.063,.191,.508,,.484,.591,.235,.563,.449,.338,,.443,.955,,.063,11,,.508,.303,,0,0,2015
548,408,Alexey Shved,SG,26,TOT,42,767,.397,14.3,,.585,.328,.093,.048,.099,.415,,.439,.582,.194,.125,.333,.338,,.302,.681,,.012,4,,.065,.333,,3,0,2015
549,408,Alexey Shved,SG,26,PHI,17,285,.400,16.1,,.562,.308,.062,.038,.154,.438,,.479,.575,.250,.400,.400,.298,,.257,.647,,.015,2,,.088,.400,,2,0,2015
550,408,Alexey Shved,SG,26,HOU,9,59,.333,16.2,,.500,.292,.042,.083,.083,.500,,.333,.571,.000,.000,.000,.333,,.500,1.000,,.042,1,,.083,1.000,,0,0,2015
551,408,Alexey Shved,SG,26,NYK,16,423,.403,12.7,,.613,.348,.122,.050,.061,.387,,.423,.587,.182,.000,.273,.371,,.319,.654,,.006,1,,.043,.000,,1,0,2015
552,409,Henry Sims,C,24,PHI,73,1399,.474,10.3,,.956,.317,.179,.175,.285,.044,,.488,.623,.411,.409,.434,.182,,.709,1.000,,.030,14,,.227,.000,,0,0,2015
553,410,Kyle Singler,SF,26,TOT,80,1743,.386,17.5,,.460,.152,.110,.076,.121,.540,,.371,.588,.163,.353,.296,.398,,.605,.969,,.016,6,,.390,.415,,0,0,2015
554,410,Kyle Singler,SF,26,DET,54,1287,.400,17.6,,.466,.151,.111,.069,.134,.534,,.393,.642,.179,.333,.319,.406,,.609,.961,,.014,5,,.369,.420,,0,0,2015
555,410,Kyle Singler,SF,26,OKC,26,456,.333,17.2,,.438,.156,.104,.104,.073,.563,,.286,.400,.100,.400,.143,.370,,.583,1.000,,.021,1,,.463,.400,,0,0,2015
556,411,Donald Sloan,PG,27,IND,53,1107,.408,14.1,,.631,.287,.149,.065,.130,.369,,.464,.588,.434,.348,.283,.313,,.106,.683,,.006,1,,.122,.250,,2,0,2015
557,412,Marcus Smart,PG,20,BOS,67,1808,.367,18.0,,.430,.176,.090,.071,.092,.570,,.410,.560,.256,.382,.295,.335,,.393,.901,,.015,6,,.176,.396,,4,0,2015
558,413,Greg Smith,PF,24,DAL,42,363,.612,2.0,,1.000,.816,.163,.020,.000,.000,,.612,.625,.625,.000,,,,.900,,,.163,5,,,,,0,0,2015
559,414,Ish Smith,PG,26,TOT,55,832,.390,8.2,,.837,.322,.417,.076,.022,.163,,.407,.551,.346,.214,.125,.300,,.200,.722,,.005,2,,.217,.154,,0,0,2015
560,414,Ish Smith,PG,26,OKC,30,155,.333,6.5,,.889,.444,.400,.022,.022,.111,,.350,.500,.222,.000,.000,.200,,.286,1.000,,.022,1,,.200,.000,,0,0,2015
561,414,Ish Smith,PG,26,PHI,25,677,.398,8.5,,.829,.304,.419,.084,.022,.171,,.416,.561,.363,.222,.143,.309,,.189,.706,,.003,1,,.218,.167,,0,0,2015
562,415,J.R. Smith,SG,29,TOT,70,2080,.417,19.9,,.436,.106,.058,.062,.209,.564,,.462,.563,.409,.340,.462,.383,,.401,.791,,.023,13,,.192,.402,,3,0,2015
563,415,J.R. Smith,SG,29,NYK,24,619,.402,17.8,,.641,.131,.076,.092,.343,.359,,.429,.545,.474,.217,.430,.356,,.348,.656,,.012,2,,.111,.400,,2,0,2015
564,415,J.R. Smith,SG,29,CLE,46,1461,.425,20.9,,.333,.093,.050,.048,.143,.667,,.494,.574,.360,.458,.500,.390,,.446,.824,,.028,11,,.214,.403,,1,0,2015
565,416,Jason Smith,C,28,NYK,82,1785,.434,13.9,,.929,.145,.132,.206,.443,.071,,.440,.488,.359,.475,.435,.357,,.727,1.000,,.008,5,,.857,.417,,0,0,2015
566,417,Josh Smith,PF,29,TOT,83,2300,.419,11.1,,.769,.295,.293,.037,.144,.231,,.451,.636,.349,.324,.310,.316,,.579,.958,,.047,42,,.232,.434,,0,0,2015
567,417,Josh Smith,PF,29,DET,28,896,.391,10.0,,.905,.297,.322,.028,.258,.095,,.407,.586,.310,.182,.347,.243,,.611,.889,,.033,10,,.189,.571,,0,0,2015
568,417,Josh Smith,PF,29,HOU,55,1404,.438,11.9,,.680,.294,.273,.044,.069,.320,,.489,.669,.380,.385,.220,.330,,.556,.968,,.055,32,,.241,.413,,0,0,2015
569,418,Russ Smith,PG,23,TOT,12,65,.320,17.2,,.560,.200,.160,.160,.040,.440,,.429,.400,.750,.250,.000,.182,,.000,1.000,,.000,0,,.091,.000,,1,0,2015
570,418,Russ Smith,PG,23,NOP,6,29,.200,18.8,,.400,.200,.100,.100,.000,.600,,.250,.500,.000,.000,,.167,,.000,1.000,,.000,0,,.000,,,0,0,2015
571,418,Russ Smith,PG,23,MEM,6,36,.400,16.2,,.667,.200,.200,.200,.067,.333,,.500,.333,1.000,.333,.000,.200,,.000,1.000,,.000,0,,.200,.000,,1,0,2015
572,419,Tony Snell,SF,23,CHI,72,1412,.429,16.3,,.469,.224,.111,.027,.102,.531,,.494,.675,.317,.300,.368,.371,,.535,.932,,.051,17,,.284,.411,,1,0,2015
573,420,Marreese Speights,C,27,GSW,76,1207,.492,11.1,,.972,.313,.144,.102,.413,.028,,.498,.634,.419,.500,.423,.278,,.776,.800,,.056,33,,.222,.250,,2,0,2015
574,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,2015
575,421,Tiago Splitter,C,30,SAS,52,1030,.558,3.2,,1.000,.611,.370,.017,.003,.000,,.558,.600,.509,.200,.000,,,.692,,,.043,12,,,,,0,0,2015
576,422,Nik Stauskas,SG,21,SAC,73,1127,.365,17.6,,.497,.179,.084,.061,.172,.503,,.408,.528,.240,.389,.373,.322,,.467,.917,,.014,4,,.255,.289,,0,0,2015
577,423,Lance Stephenson,SG,24,CHO,61,1573,.376,13.0,,.809,.291,.127,.122,.269,.191,,.425,.569,.329,.418,.318,.171,,.280,.833,,.005,2,,.086,.111,,2,0,2015
578,424,Greg Stiemsma,C,29,TOR,17,66,.750,3.8,,1.000,.625,.250,.125,.000,.000,,.750,.800,.500,1.000,,,,.833,,,.125,1,,,,,0,0,2015
579,425,David Stockton,PG,23,SAC,3,33,.333,11.3,,.667,.333,.333,.000,.000,.333,,.250,.500,.000,,,.500,,.000,1.000,,.000,0,,.000,,,0,0,2015
580,426,Jarnell Stokes,PF,21,MEM,19,126,.568,3.7,,1.000,.649,.243,.081,.027,.000,,.568,.667,.333,.667,.000,,,.571,,,.108,3,,,,,0,0,2015
581,427,Amar'e Stoudemire,PF,32,TOT,59,1245,.557,5.8,,.992,.514,.278,.073,.127,.008,,.562,.687,.485,.389,.323,.000,,.469,,,.127,57,,.000,,,1,0,2015
582,427,Amar'e Stoudemire,PF,32,NYK,36,865,.543,5.2,,.990,.553,.270,.074,.093,.010,,.549,.669,.440,.348,.310,.000,,.426,,,.141,42,,.000,,,0,0,2015
583,427,Amar'e Stoudemire,PF,32,DAL,23,380,.581,6.8,,.994,.447,.291,.073,.184,.006,,.584,.725,.558,.462,.333,.000,,.538,,,.101,15,,.000,,,1,0,2015
584,428,Rodney Stuckey,PG,28,IND,71,1874,.440,12.6,,.813,.255,.168,.156,.233,.187,,.452,.573,.417,.415,.369,.390,,.390,.800,,.001,0,,.305,.442,,2,0,2015
585,429,Jared Sullinger,PF,22,BOS,58,1566,.439,12.4,,.740,.268,.222,.109,.140,.260,,.494,.626,.420,.351,.475,.283,,.521,.981,,.017,12,,.054,.400,,1,0,2015
586,430,Jeff Taylor,SF,25,CHO,29,430,.395,13.1,,.684,.307,.123,.053,.202,.316,,.436,.657,.071,.333,.348,.306,,.647,1.000,,.088,9,,.444,.375,,0,0,2015
587,431,Jeff Teague,PG,26,ATL,73,2228,.460,10.5,,.767,.364,.233,.086,.083,.233,,.496,.619,.362,.421,.405,.343,,.193,.690,,.024,20,,.116,.333,,0,0,2015
588,432,Mirza Teletović,PF,29,BRK,40,892,.382,18.0,,.395,.201,.103,.022,.072,.605,,.476,.531,.424,.286,.435,.321,,.633,.984,,.016,5,,.083,.625,,1,0,2015
589,433,Sebastian Telfair,PG,29,OKC,16,327,.368,15.8,,.520,.200,.168,.024,.128,.480,,.431,.400,.429,.667,.438,.300,,.143,.444,,.000,0,,.200,.333,,0,0,2015
590,434,Garrett Temple,SG,28,WAS,52,735,.400,17.3,,.482,.218,.065,.053,.147,.518,,.427,.595,.000,.444,.360,.375,,.514,.879,,.012,2,,.409,.389,,1,0,2015
591,435,Jason Terry,SG,37,HOU,77,1641,.422,20.7,,.276,.070,.070,.054,.083,.724,,.504,.548,.516,.458,.486,.390,,.468,.937,,.002,1,,.446,.493,,1,0,2015
592,436,Isaiah Thomas,PG,25,TOT,67,1726,.420,15.3,,.566,.253,.112,.080,.120,.434,,.457,.584,.315,.375,.375,.373,,.257,.690,,.000,0,,.118,.390,,2,0,2015
