,Player,Pos,Age,Tm,G,MP,PER,TS,Ar3P,FTr,ORB,DRB,TRB,AST,STL,BLK,TOV,USG,OWS,DWS,WS,WS_48,OBPM,DBPM,BPM,VORP,Season,PlayerID
115,Luka Dončić,PG,21,DAL,27,954,26.8,0.586,0.34,0.392,2.7,24.2,13.4,47.5,1.4,1.8,14.5,36.0,2.6,0.8,3.4,0.17,6.8,1.0,7.8,2.4,2021,doncilu01
116,Luguentz Dort,SG,21,OKC,25,735,9.4,0.5329999999999999,0.539,0.233,2.4,9.8,6.2,7.0,1.5,0.7,11.8,19.0,-0.3,0.7,0.4,0.025,-3.3,-1.1,-4.5,-0.5,2021,dortlu01
117,Damyean Dotson,SG,26,CLE,24,490,9.9,0.504,0.532,0.15,0.9,9.4,5.0,16.0,1.1,0.6,9.8,17.9,0.0,0.2,0.2,0.02,-2.0,-1.2,-3.2,-0.2,2021,dotsoda01
118,Devon Dotson,PG,21,CHI,1,10,6.7,0.5,0.0,0.0,0.0,10.9,5.6,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,-0.002,-6.2,-2.3,-8.5,0.0,2021,dotsode01
119,Sekou Doumbouya,PF,20,DET,24,314,6.1,0.441,0.382,0.225,5.1,16.0,10.4,6.6,1.6,0.6,12.5,17.6,-0.4,0.3,-0.2,-0.023,-5.6,-2.0,-7.5,-0.4,2021,doumbse01
120,PJ Dozier,SG,24,DEN,17,330,13.6,0.5760000000000001,0.39399999999999996,0.266,5.5,18.5,12.0,9.4,1.3,2.9,11.0,15.5,0.4,0.4,0.8,0.111,-0.3,-0.4,-0.8,0.1,2021,doziepj01
121,Goran Dragić,PG,34,MIA,17,451,13.4,0.5660000000000001,0.4,0.24100000000000002,1.8,10.6,6.5,33.7,1.0,0.5,19.1,26.3,0.0,0.3,0.4,0.042,-1.0,-2.3,-3.3,-0.1,2021,dragigo01
122,Andre Drummond,C,27,CLE,25,722,20.9,0.5,0.021,0.33899999999999997,15.0,37.5,25.9,15.8,2.7,3.6,15.6,30.8,-0.6,1.3,0.7,0.047,-0.5,0.2,-0.3,0.3,2021,drumman01
123,Jared Dudley,PF,35,LAL,6,22,11.5,1.5,1.0,0.0,5.2,24.5,15.2,5.5,0.0,0.0,0.0,2.0,0.0,0.0,0.1,0.177,2.2,-0.5,1.7,0.0,2021,dudleja01
124,Kevin Durant,PF,32,BRK,19,679,25.0,0.652,0.315,0.40399999999999997,1.2,20.5,11.4,23.6,1.0,3.3,13.7,31.1,2.0,0.6,2.6,0.185,5.4,0.0,5.4,1.2,2021,duranke01
125,Anthony Edwards,SG,19,MIN,27,744,10.5,0.48,0.40399999999999997,0.162,2.5,11.6,6.8,12.5,1.3,0.9,9.4,25.2,-0.7,0.4,-0.3,-0.021,-2.7,-2.6,-5.3,-0.6,2021,edwaran01
126,Carsen Edwards,SG,22,BOS,13,134,12.3,0.551,0.545,0.16399999999999998,1.6,9.3,5.4,5.6,1.5,0.7,3.3,19.5,0.2,0.1,0.3,0.096,-2.8,-1.6,-4.3,-0.1,2021,edwarca01
127,CJ Elleby,SF,20,POR,11,92,13.2,0.61,0.607,0.321,4.4,9.7,7.0,4.7,1.6,3.1,8.6,16.3,0.2,0.1,0.2,0.105,-2.0,-0.2,-2.3,0.0,2021,ellebcj01
128,Wayne Ellington,SG,33,DET,20,459,13.2,0.642,0.765,0.099,1.6,8.4,4.9,7.7,0.9,0.8,7.6,17.2,0.7,0.2,0.9,0.094,2.1,-1.8,0.2,0.3,2021,ellinwa01
129,Joel Embiid,C,26,PHI,22,711,31.1,0.665,0.171,0.654,6.8,29.0,18.3,15.2,1.9,3.4,13.0,33.5,2.9,1.3,4.1,0.27899999999999997,6.6,1.4,8.0,1.8,2021,embiijo01
130,James Ennis,SF,30,ORL,20,438,12.8,0.622,0.369,0.301,5.2,12.9,8.9,8.9,2.1,1.3,14.6,13.3,0.5,0.4,1.0,0.107,-2.3,0.7,-1.6,0.0,2021,ennisja01
131,Drew Eubanks,C,23,SAS,11,139,12.4,0.5,0.0,0.43200000000000005,5.1,23.0,13.8,3.8,0.3,9.2,10.2,15.1,0.0,0.2,0.2,0.078,-3.9,1.1,-2.8,0.0,2021,eubandr01
132,Dante Exum,SG,25,CLE,6,116,6.1,0.428,0.423,0.077,1.8,14.8,8.1,15.5,1.7,1.6,20.7,12.5,-0.1,0.1,-0.1,-0.024,-4.8,1.7,-3.1,0.0,2021,exumda01
133,Tacko Fall,C,25,BOS,6,49,22.5,0.612,0.0,0.667,17.6,30.2,23.7,0.0,0.0,15.1,6.1,14.4,0.1,0.1,0.2,0.22,-0.1,1.6,1.4,0.0,2021,fallta01
134,Derrick Favors,C,29,UTA,26,430,20.3,0.672,0.01,0.431,14.1,21.4,17.9,8.3,1.4,5.2,11.0,13.6,1.4,0.9,2.3,0.253,0.3,2.0,2.3,0.5,2021,favorde01
135,Cristiano Felício,C,28,CHI,6,38,18.1,0.731,0.0,2.0,17.8,17.2,17.5,16.5,2.5,0.0,28.5,11.7,0.1,0.0,0.2,0.19399999999999998,1.8,1.8,3.6,0.1,2021,feliccr01
136,Terrance Ferguson,SG,22,PHI,7,24,-5.9,0.0,1.0,0.0,0.0,4.4,2.3,9.6,0.0,0.0,25.0,7.0,-0.1,0.0,-0.1,-0.135,-10.3,-3.0,-13.3,-0.1,2021,fergute01
137,Bruno Fernando,C,22,ATL,14,129,7.9,0.489,0.095,0.7140000000000001,10.1,32.1,21.2,9.4,0.8,1.3,30.3,13.0,-0.1,0.2,0.0,0.013000000000000001,-4.4,-0.1,-4.5,-0.1,2021,fernabr01
138,Yogi Ferrell,PG,27,CLE,2,40,12.7,0.434,0.429,0.095,8.0,11.5,9.7,20.5,3.7,2.3,12.1,26.7,-0.1,0.0,0.0,-0.027999999999999997,-1.9,0.4,-1.5,0.0,2021,ferreyo01
139,Dorian Finney-Smith,PF,27,DAL,19,583,11.0,0.595,0.693,0.086,5.2,11.9,8.6,5.4,1.6,1.3,7.6,11.8,0.7,0.3,1.0,0.085,-0.3,-0.6,-0.9,0.2,2021,finnedo01
140,Malachi Flynn,PG,22,TOR,13,106,4.5,0.35600000000000004,0.59,0.10300000000000001,1.0,8.6,4.7,20.6,1.8,0.0,8.9,18.0,-0.2,0.1,-0.1,-0.052000000000000005,-6.7,-1.5,-8.1,-0.2,2021,flynnma01
141,Bryn Forbes,SG,27,MIL,27,489,11.8,0.627,0.595,0.087,1.1,5.3,3.2,3.5,0.6,0.0,8.6,19.0,0.6,0.2,0.8,0.075,-0.1,-2.8,-2.8,-0.1,2021,forbebr01
142,Trent Forrest,PG,22,UTA,3,10,14.9,0.532,1.0,2.0,0.0,0.0,0.0,11.7,9.8,0.0,0.0,8.1,0.0,0.0,0.1,0.242,-5.9,9.0,3.0,0.0,2021,forretr01
143,Evan Fournier,SF,28,ORL,14,398,17.7,0.59,0.494,0.42100000000000004,1.0,8.5,4.6,21.1,1.7,1.4,12.1,25.7,0.6,0.3,0.9,0.114,1.5,-1.0,0.5,0.2,2021,fournev01
144,De'Aaron Fox,PG,23,SAC,26,860,20.0,0.564,0.304,0.37200000000000005,2.3,8.7,5.5,33.0,1.8,1.3,13.1,30.6,1.4,0.1,1.5,0.08199999999999999,2.8,-1.6,1.2,0.7,2021,foxde01
145,Tim Frazier,PG,30,MEM,3,33,0.3,0.25,0.25,0.0,0.0,13.6,6.6,25.8,1.5,0.0,27.3,14.2,-0.1,0.0,-0.1,-0.114,-10.9,-2.6,-13.6,-0.1,2021,fraziti01
146,Markelle Fultz,PG,22,ORL,8,215,12.2,0.45799999999999996,0.154,0.183,2.3,10.1,6.0,32.5,1.8,0.8,13.8,25.8,-0.2,0.2,0.0,-0.005,-2.9,-1.7,-4.6,-0.1,2021,fultzma01
147,Wenyen Gabriel,PF,23,NOP,3,10,-1.4,0.0,0.33299999999999996,0.0,11.0,33.3,22.1,11.6,0.0,0.0,0.0,12.8,0.0,0.0,0.0,-0.18100000000000002,-7.1,-5.6,-12.7,0.0,2021,gabriwe01
148,Daniel Gafford,PF,22,CHI,23,330,17.7,0.6890000000000001,0.0,0.507,11.3,14.2,12.8,6.7,1.6,7.8,16.8,13.8,0.7,0.5,1.2,0.171,-1.4,1.6,0.2,0.2,2021,gaffoda01
149,Danilo Gallinari,PF,32,ATL,15,290,13.9,0.621,0.583,0.47200000000000003,1.1,15.0,8.1,8.9,0.5,0.6,11.5,21.6,0.5,0.2,0.7,0.11,0.4,-1.8,-1.3,0.0,2021,gallida01
150,Langston Galloway,SG,29,PHO,22,245,13.2,0.65,0.575,0.21899999999999997,1.8,8.8,5.4,8.7,0.8,0.0,8.0,15.9,0.5,0.2,0.7,0.135,0.8,-0.7,0.0,0.1,2021,gallola01
151,Darius Garland,PG,21,CLE,21,679,13.0,0.5329999999999999,0.28800000000000003,0.10400000000000001,1.6,6.3,3.8,27.0,1.4,0.4,14.3,23.1,0.2,0.2,0.4,0.027999999999999997,-0.2,-1.7,-2.0,0.0,2021,garlada01
152,Marc Gasol,C,36,LAL,28,550,10.0,0.534,0.57,0.26899999999999996,4.6,18.7,11.9,11.8,1.1,5.3,18.8,10.1,0.3,1.1,1.4,0.121,-2.6,2.5,0.0,0.3,2021,gasolma01
153,Rudy Gay,PF,34,SAS,26,572,13.9,0.524,0.434,0.16699999999999998,4.2,20.6,12.2,10.1,1.5,1.9,9.8,23.0,-0.1,0.8,0.7,0.057999999999999996,-0.6,-0.7,-1.3,0.1,2021,gayru01
154,Paul George,SF,30,LAC,20,680,23.2,0.662,0.474,0.254,2.2,18.0,10.3,25.6,1.7,1.2,16.4,28.6,1.8,0.8,2.6,0.18600000000000003,5.7,-0.4,5.4,1.3,2021,georgpa01
155,Taj Gibson,PF,35,NYK,7,93,10.1,0.56,0.235,0.353,9.2,12.2,10.7,6.0,0.0,2.1,4.8,9.8,0.1,0.1,0.2,0.121,-2.8,-0.4,-3.2,0.0,2021,gibsota01
156,Harry Giles,C,22,POR,22,260,11.3,0.486,0.129,0.29,9.8,35.7,22.1,10.3,0.9,3.2,18.6,14.1,0.0,0.3,0.3,0.061,-4.3,-0.5,-4.7,-0.2,2021,gilesha01
157,Shai Gilgeous-Alexander,SG,22,OKC,21,709,21.6,0.611,0.309,0.397,2.1,14.8,8.5,32.9,1.2,1.7,13.8,27.4,1.5,0.8,2.3,0.156,3.5,0.1,3.6,1.0,2021,gilgesh01
158,Anthony Gill,PF,28,WAS,10,65,7.9,0.425,0.7,0.4,4.6,26.8,15.3,5.7,2.1,2.7,20.3,9.4,-0.1,0.1,0.0,0.021,-4.2,-0.1,-4.3,0.0,2021,gillan01
159,Rudy Gobert,C,28,UTA,28,846,22.6,0.639,0.004,0.677,12.9,32.6,23.3,6.3,0.6,7.3,13.4,17.9,2.0,2.0,4.0,0.226,1.3,1.9,3.2,1.1,2021,goberru01
160,Brandon Goodwin,PG,25,ATL,22,280,8.1,0.431,0.51,0.235,1.2,9.1,5.2,22.0,1.7,0.0,9.6,18.9,-0.1,0.2,0.0,0.006,-3.2,-0.1,-3.4,-0.1,2021,goodwbr01
161,Aaron Gordon,PF,25,ORL,19,552,14.9,0.528,0.39399999999999996,0.376,6.0,20.4,12.9,22.6,1.2,2.6,17.6,23.2,-0.1,0.6,0.5,0.046,0.5,0.1,0.6,0.4,2021,gordoaa01
162,Eric Gordon,SG,32,HOU,21,613,17.2,0.614,0.574,0.319,1.2,7.3,4.2,14.6,0.9,1.5,10.8,25.1,1.0,0.6,1.5,0.12,2.2,-0.8,1.4,0.5,2021,gordoer01
163,Devonte' Graham,PG,25,CHO,25,821,12.2,0.503,0.652,0.22899999999999998,1.8,8.1,4.9,24.2,1.5,0.0,9.3,19.5,0.8,0.5,1.2,0.071,-0.5,-1.4,-1.9,0.0,2021,grahade01
164,Jerami Grant,SF,26,DET,27,979,18.3,0.57,0.373,0.342,2.5,14.6,8.3,14.6,1.1,3.1,7.6,26.0,1.7,0.8,2.5,0.12300000000000001,2.9,-0.6,2.3,1.0,2021,grantje01
165,Danny Green,SF,33,PHI,28,788,9.7,0.5379999999999999,0.75,0.065,3.9,10.3,7.2,8.4,1.9,2.1,14.3,13.9,0.1,0.9,1.0,0.059000000000000004,-1.2,0.0,-1.2,0.1,2021,greenda02
166,Draymond Green,PF,30,GSW,24,695,10.2,0.431,0.331,0.262,2.2,17.8,10.1,36.1,2.1,1.9,30.3,12.7,-0.1,1.1,0.9,0.065,-3.3,2.3,-1.1,0.2,2021,greendr01
167,JaMychal Green,PF,30,DEN,22,452,15.2,0.5920000000000001,0.542,0.185,8.8,24.8,16.8,6.5,1.5,0.6,11.7,19.8,0.6,0.5,1.2,0.122,0.8,-2.1,-1.3,0.1,2021,greenja01
168,Javonte Green,SG,27,BOS,16,238,13.1,0.5770000000000001,0.35200000000000004,0.46299999999999997,7.2,11.9,9.5,4.6,2.9,0.8,11.0,13.1,0.3,0.3,0.6,0.113,-1.1,0.9,-0.2,0.1,2021,greenja02
169,Jeff Green,PF,34,BRK,29,755,11.7,0.6509999999999999,0.552,0.21899999999999997,2.0,12.7,7.7,6.9,1.3,0.8,10.2,13.4,1.1,0.4,1.5,0.096,-0.6,-0.9,-1.4,0.1,2021,greenje02
170,Josh Green,SG,20,DAL,17,212,6.4,0.514,0.33299999999999996,0.306,6.2,14.1,10.1,6.2,0.9,0.4,21.2,10.7,-0.1,0.1,0.0,0.005,-4.6,-0.6,-5.2,-0.2,2021,greenjo02
171,Blake Griffin,PF,31,DET,20,626,10.0,0.491,0.5589999999999999,0.27899999999999997,1.2,18.1,9.3,18.7,1.1,0.3,11.4,19.4,-0.1,0.4,0.3,0.026000000000000002,-1.5,-1.1,-2.6,-0.1,2021,griffbl01
172,Kyle Guy,PG,23,SAC,10,79,11.8,0.408,0.5,0.25,4.1,12.6,8.3,21.5,2.4,0.0,2.7,19.7,0.0,0.0,0.0,0.028999999999999998,-2.1,-0.8,-3.0,0.0,2021,guyky01
173,Rui Hachimura,PF,22,WAS,18,526,12.7,0.5479999999999999,0.249,0.384,4.2,15.9,9.8,9.6,1.0,0.3,8.1,18.5,0.5,0.3,0.8,0.069,-1.1,-2.1,-3.2,-0.2,2021,hachiru01
174,Ashton Hagans,PG,21,MIN,2,4,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.5,0.0,0.0,0.0,-0.35100000000000003,-13.8,-7.9,-21.7,0.0,2021,haganas01
175,Tyrese Haliburton,PG,20,SAC,25,734,17.5,0.629,0.5479999999999999,0.071,3.7,9.6,6.6,24.9,2.0,1.7,14.3,16.7,1.6,0.1,1.7,0.114,2.9,-0.7,2.3,0.8,2021,halibty01
176,Josh Hall,SF,20,OKC,7,51,-2.3,0.285,0.444,0.389,2.1,16.1,9.2,18.4,0.0,0.0,15.9,21.2,-0.2,0.0,-0.2,-0.19399999999999998,-10.6,-3.7,-14.4,-0.2,2021,halljo01
177,R.J. Hampton,PG,19,DEN,19,148,8.3,0.48,0.33299999999999996,0.154,6.1,21.4,13.7,8.8,1.7,1.3,19.4,15.2,-0.1,0.2,0.0,0.016,-4.4,-0.2,-4.7,-0.1,2021,hamptrj01
178,Tim Hardaway Jr.,SG,28,DAL,27,825,14.2,0.579,0.586,0.18100000000000002,0.8,10.7,5.7,8.0,1.1,0.5,6.0,22.0,0.9,0.2,1.2,0.067,1.1,-2.0,-0.9,0.2,2021,hardati02
179,James Harden,SG,31,TOT,23,867,23.5,0.6409999999999999,0.5,0.447,2.4,18.3,10.7,44.4,1.3,1.7,19.1,26.2,2.9,0.9,3.8,0.21100000000000002,5.7,-0.2,5.5,1.6,2021,hardeja01
180,Maurice Harkless,SF,27,MIA,10,109,4.6,0.551,0.8,0.2,1.1,7.8,4.6,8.5,0.9,2.8,15.5,5.3,0.0,0.1,0.1,0.051,-3.1,0.6,-2.5,0.0,2021,harklma01
181,Jared Harper,PG,23,NYK,2,5,-11.9,0.532,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,51.5,34.3,-0.1,0.0,0.0,-0.46799999999999997,-15.0,-8.5,-23.5,0.0,2021,harpeja01
182,Montrezl Harrell,C,27,LAL,28,695,20.8,0.67,0.017,0.41200000000000003,10.4,17.7,14.2,6.4,1.3,2.5,11.0,19.3,1.9,1.3,3.2,0.221,1.6,0.4,2.0,0.7,2021,harremo01
183,Gary Harris,SG,26,DEN,18,553,10.1,0.5539999999999999,0.47700000000000004,0.19899999999999998,2.5,6.7,4.6,7.4,1.5,0.7,6.8,13.8,0.5,0.3,0.9,0.075,-1.8,-1.2,-3.0,-0.1,2021,harriga01
184,Jalen Harris,SG,22,TOR,2,4,-10.5,0.0,0.0,0.0,26.7,0.0,13.8,0.0,0.0,0.0,100.0,10.7,0.0,0.0,0.0,-0.203,-16.5,-4.8,-21.2,0.0,2021,harrija01
185,Joe Harris,SF,29,BRK,29,897,14.6,0.6829999999999999,0.628,0.07,2.4,9.7,6.3,8.5,0.8,0.6,6.9,16.0,2.0,0.3,2.3,0.124,2.1,-1.6,0.5,0.6,2021,harrijo01
186,Tobias Harris,PF,28,PHI,25,859,19.4,0.617,0.27699999999999997,0.214,4.2,19.1,11.9,14.0,1.1,2.1,11.2,23.2,1.8,1.0,2.8,0.154,2.8,-0.2,2.6,1.0,2021,harrito02
187,Shaquille Harrison,SG,27,UTA,15,53,6.6,0.39299999999999996,0.053,0.316,6.4,11.4,9.0,17.9,1.8,0.0,18.8,21.6,-0.1,0.1,0.0,-0.032,-6.8,-1.4,-8.3,-0.1,2021,harrish01
188,Josh Hart,SF,25,NOP,26,723,12.4,0.573,0.588,0.259,4.1,25.6,14.8,10.4,1.5,0.6,9.6,12.4,0.9,0.6,1.5,0.1,-0.9,0.3,-0.6,0.3,2021,hartjo01
189,Isaiah Hartenstein,C,22,DEN,16,137,17.5,0.53,0.0,0.5529999999999999,20.6,19.8,20.2,9.2,2.2,8.4,19.3,23.0,0.1,0.3,0.3,0.115,-4.6,-0.5,-5.1,-0.1,2021,harteis01
190,Jaxson Hayes,C,20,NOP,19,232,14.8,0.655,0.0,0.462,10.9,21.5,16.2,5.4,1.3,3.2,17.2,13.9,0.4,0.2,0.6,0.11699999999999999,-2.3,0.1,-2.3,0.0,2021,hayesja02
191,Killian Hayes,PG,19,DET,7,148,-1.4,0.33399999999999996,0.426,0.043,0.7,5.5,3.0,24.2,0.7,0.0,26.2,18.9,-0.6,0.0,-0.5,-0.17600000000000002,-9.3,-4.2,-13.6,-0.4,2021,hayeski01
192,Gordon Hayward,SF,30,CHO,26,922,18.7,0.598,0.313,0.273,2.7,13.9,8.2,17.5,1.5,1.2,10.2,24.9,1.7,0.8,2.5,0.132,2.6,-0.8,1.8,0.9,2021,haywago01
193,Juan Hernangómez,PF,25,MIN,13,242,10.6,0.511,0.5870000000000001,0.187,5.5,24.1,14.3,4.0,1.0,0.7,6.9,15.2,0.1,0.2,0.2,0.048,-2.2,-2.3,-4.5,-0.2,2021,hernaju01
194,Willy Hernangómez,C,26,NOP,11,174,19.3,0.569,0.085,0.40399999999999997,13.3,24.2,18.7,11.2,1.4,3.0,5.1,14.3,0.5,0.2,0.6,0.16899999999999998,1.6,-1.0,0.6,0.1,2021,hernawi01
195,Tyler Herro,SG,21,MIA,19,648,12.4,0.545,0.414,0.168,1.7,16.8,9.6,19.2,0.7,1.1,14.3,24.1,-0.3,0.6,0.3,0.025,-1.0,-1.5,-2.5,-0.1,2021,herroty01
196,Buddy Hield,SG,28,SAC,27,940,10.7,0.54,0.736,0.12300000000000001,1.2,14.1,7.6,11.9,1.2,0.8,11.6,20.7,0.1,0.1,0.2,0.009000000000000001,-0.7,-2.0,-2.8,-0.2,2021,hieldbu01
197,George Hill,PG,34,OKC,14,369,16.0,0.63,0.475,0.20800000000000002,2.3,5.9,4.1,17.7,1.5,0.5,8.4,16.7,0.8,0.3,1.1,0.141,0.9,-0.5,0.4,0.2,2021,hillge01
198,Solomon Hill,PF,29,ATL,27,514,6.4,0.494,0.754,0.085,2.3,10.9,6.7,6.1,1.6,1.0,10.9,11.4,-0.1,0.4,0.3,0.027000000000000003,-3.0,0.1,-2.9,-0.1,2021,hillso01
199,Nate Hinton,SG,21,DAL,6,19,-6.5,0.28800000000000003,0.385,0.154,0.0,0.0,0.0,0.0,2.6,5.0,12.6,36.6,-0.2,0.0,-0.2,-0.441,-12.2,-5.6,-17.8,-0.1,2021,hintona01
200,Aaron Holiday,PG,24,IND,28,549,6.6,0.452,0.429,0.11900000000000001,1.2,6.0,3.6,12.7,1.2,0.6,9.1,19.2,-0.6,0.3,-0.2,-0.02,-4.3,-1.9,-6.2,-0.6,2021,holidaa01
201,Jrue Holiday,PG,30,MIL,23,747,20.0,0.593,0.371,0.14400000000000002,4.2,11.2,7.8,22.4,2.8,1.7,10.2,19.8,1.9,1.0,2.8,0.182,2.7,1.1,3.8,1.1,2021,holidjr01
202,Justin Holiday,SG,31,IND,28,898,12.4,0.629,0.6779999999999999,0.16699999999999998,2.4,11.5,7.0,6.7,1.8,1.0,6.9,13.3,1.3,0.9,2.1,0.114,0.4,0.2,0.6,0.6,2021,holidju01
203,Richaun Holmes,C,27,SAC,25,739,18.2,0.677,0.024,0.276,9.1,19.6,14.3,8.8,1.1,4.7,13.9,15.8,1.7,0.4,2.1,0.136,-0.6,-0.1,-0.7,0.2,2021,holmeri01
204,Rodney Hood,SF,28,POR,22,417,5.2,0.428,0.36,0.04,1.0,9.1,4.9,9.1,1.7,0.4,11.8,14.8,-0.5,0.1,-0.4,-0.040999999999999995,-6.1,-1.5,-7.6,-0.6,2021,hoodro01
205,Al Horford,C,34,OKC,18,507,18.3,0.5489999999999999,0.428,0.068,3.3,22.3,12.9,21.3,1.7,2.8,8.3,22.6,0.5,0.8,1.2,0.11699999999999999,2.3,1.6,3.8,0.7,2021,horfoal01
206,Talen Horton-Tucker,SG,20,LAL,24,408,12.1,0.527,0.284,0.18899999999999997,2.5,13.5,8.2,15.3,2.5,2.5,16.2,20.3,-0.1,0.8,0.7,0.081,-3.1,1.8,-1.3,0.1,2021,hortota01
207,Danuel House,SF,27,HOU,16,453,8.7,0.48200000000000004,0.6,0.222,1.9,12.2,7.0,10.9,1.4,1.7,9.2,15.4,-0.1,0.5,0.4,0.045,-3.2,-0.1,-3.3,-0.1,2021,houseda01
208,Dwight Howard,C,35,PHI,28,471,14.5,0.58,0.07400000000000001,0.759,18.2,31.8,25.2,5.5,1.2,4.7,25.8,17.4,0.1,0.9,1.0,0.098,-4.0,-0.5,-4.5,-0.3,2021,howardw01
209,Markus Howard,SG,21,DEN,13,38,-5.9,0.3,0.72,0.0,0.0,11.9,6.0,14.6,0.0,0.0,10.7,32.0,-0.2,0.0,-0.2,-0.295,-13.6,-7.8,-21.3,-0.2,2021,howarma02
210,Kevin Huerter,SG,22,ATL,27,855,12.1,0.54,0.536,0.08199999999999999,2.5,9.9,6.3,18.3,1.8,0.5,10.3,16.8,0.8,0.6,1.4,0.077,-0.3,0.1,-0.1,0.4,2021,huertke01
211,Elijah Hughes,SF,22,UTA,6,27,9.8,0.47700000000000004,0.667,0.267,0.0,15.0,7.9,16.7,1.8,3.0,19.3,33.1,-0.1,0.0,0.0,-0.062,-3.2,-1.3,-4.5,0.0,2021,hugheel01
212,De'Andre Hunter,SF,23,ATL,18,579,17.5,0.64,0.39,0.348,3.0,14.9,9.0,11.0,1.4,1.3,9.4,19.6,1.3,0.5,1.8,0.151,2.2,0.3,2.5,0.7,2021,huntede01
213,Chandler Hutchison,SF,24,CHI,7,64,0.5,0.344,0.16699999999999998,0.111,1.8,32.4,17.4,7.8,0.7,0.0,20.9,15.8,-0.2,0.1,-0.1,-0.105,-9.4,-1.5,-10.9,-0.1,2021,hutchch01
214,Serge Ibaka,C,31,LAC,28,681,18.5,0.597,0.28300000000000003,0.171,9.2,21.8,15.7,10.8,0.5,4.7,12.0,20.5,1.2,0.8,2.1,0.147,1.0,-0.8,0.3,0.4,2021,ibakase01
215,Andre Iguodala,SF,37,MIA,25,532,8.8,0.48200000000000004,0.7859999999999999,0.107,2.7,16.0,9.7,15.7,2.5,2.3,19.4,11.2,-0.2,0.8,0.6,0.052000000000000005,-2.6,2.3,-0.3,0.2,2021,iguodan01
216,Joe Ingles,SF,33,UTA,24,641,16.4,0.685,0.679,0.174,1.9,11.5,7.0,25.0,0.7,0.6,16.0,16.3,1.9,0.7,2.6,0.192,3.2,0.6,3.8,0.9,2021,inglejo01
217,Brandon Ingram,SF,23,NOP,26,910,20.7,0.59,0.363,0.307,1.9,15.2,8.6,21.4,0.9,2.9,10.3,27.7,2.2,0.4,2.6,0.13699999999999998,4.6,-1.2,3.4,1.2,2021,ingrabr01
218,Kyrie Irving,PG,28,BRK,20,707,25.3,0.647,0.34600000000000003,0.213,3.0,11.0,7.3,26.7,1.4,1.7,9.9,29.5,2.6,0.4,3.0,0.205,6.1,-0.8,5.3,1.3,2021,irvinky01
219,Wesley Iwundu,SF,26,DAL,17,232,3.6,0.36700000000000005,0.5,0.217,2.4,13.3,7.8,4.4,1.5,0.8,7.4,10.3,-0.3,0.1,-0.1,-0.027999999999999997,-6.2,-0.2,-6.4,-0.3,2021,iwundwe01
220,Frank Jackson,PG,22,DET,7,39,1.5,0.344,0.625,0.0,0.0,15.0,7.2,30.0,1.3,0.0,20.0,22.1,-0.1,0.0,-0.1,-0.14300000000000002,-7.0,-2.2,-9.2,-0.1,2021,jacksfr01
221,Josh Jackson,SG,23,DET,25,600,12.5,0.536,0.434,0.321,3.1,15.4,9.0,13.7,1.9,3.5,16.3,26.0,-0.5,0.7,0.1,0.009000000000000001,-1.9,-0.3,-2.2,0.0,2021,jacksjo02
222,Justin Jackson,SF,25,OKC,16,298,12.7,0.569,0.491,0.14800000000000002,2.5,11.7,7.2,14.9,1.1,0.0,10.2,18.6,0.2,0.3,0.5,0.078,-1.0,-0.4,-1.3,0.0,2021,jacksju01
223,Reggie Jackson,SG,30,LAC,26,531,13.3,0.535,0.465,0.182,1.7,12.4,7.2,21.6,1.6,0.5,10.2,18.7,0.7,0.5,1.2,0.106,-0.9,-0.8,-1.7,0.0,2021,jacksre01
224,Justin James,SF,24,SAC,8,50,6.6,0.36,0.267,0.467,4.3,11.1,7.7,7.9,1.0,1.7,0.0,15.4,-0.1,0.0,-0.1,-0.063,-4.3,-3.6,-7.9,-0.1,2021,jamesju01
225,LeBron James,PG,36,LAL,28,968,24.1,0.597,0.361,0.32299999999999995,2.0,23.1,12.9,38.5,1.5,1.2,14.7,31.4,2.2,1.8,4.0,0.19899999999999998,5.9,1.3,7.3,2.3,2021,jamesle01
226,DaQuan Jeffries,SG,23,SAC,3,41,3.5,0.25,0.5,0.0,5.3,10.8,8.0,6.1,3.5,4.1,14.3,14.6,-0.1,0.0,-0.1,-0.124,-7.7,-1.1,-8.9,-0.1,2021,jeffrda01
227,Isaiah Joe,SG,21,PHI,15,200,10.8,0.573,0.785,0.077,2.3,8.0,5.2,9.5,0.9,1.8,6.9,15.3,0.3,0.2,0.4,0.099,-1.1,-0.6,-1.7,0.0,2021,joeis01
228,Cameron Johnson,PF,24,PHO,26,668,13.2,0.585,0.69,0.127,2.9,12.4,7.7,8.4,1.3,1.1,7.6,17.5,0.7,0.8,1.5,0.109,1.2,-0.3,0.8,0.5,2021,johnsca02
229,James Johnson,PF,33,DAL,23,424,12.3,0.55,0.40700000000000003,0.195,2.8,15.6,9.2,12.4,2.3,4.3,15.8,16.4,0.0,0.5,0.5,0.052000000000000005,-2.0,1.9,-0.1,0.2,2021,johnsja01
